review_id,year,trip_type,aspect,sentiment,score,evidence,rating
R02437,2023,couples,access_fairness,negative,0.3,not allowed (as non-Hindus) into the temple courtyard,2
R02437,2023,couples,cultural_sensitivity,negative,0.4,extremely disappointing,2
R02437,2023,couples,sacred_atmosphere,neutral,0.5,The cremation grounds are interesting,2
R02437,2023,couples,facility,negative,0.3,not a lot more to see that we could not see at many other historic temples,2
R01345,2016,friends,ritual_experience,positive,0.8,An experience I will never forget,5
R01345,2016,friends,sacred_atmosphere,positive,0.85,it was so lovely to see,5
R01647,2017,couples,access_fairness,neutral,0.5,the most expensive of the World Heritage listed sites,5
R01647,2017,couples,spiritual_authenticity,positive,0.8,great insight into the Hindu religion,5
R01647,2017,couples,ritual_experience,positive,0.9,beautiful to observe the preparation of a body for cremation,5
R01647,2017,couples,facility,negative,0.3,potential guides and shopkeepers are very persistent,5
R01032,2016,couples,cultural_sensitivity,negative,0.3,only Hindus are allowed into the main part,5
R01032,2016,couples,service,negative,0.4,priests did want more money for darshan,5
R01032,2016,couples,spiritual_authenticity,positive,0.7,glad that we went and were able to pay our respects to Lord Shiva,5
R02407,2022,unknown,ritual_experience,positive,0.8,It was a good experience,5
R02407,2022,unknown,sacred_atmosphere,positive,0.85,literally got goosebumps while hearing the bhajan,5
R02407,2022,unknown,crowd_management,negative,0.3,area is usually crowded,5
R01150,2016,family,sacred_atmosphere,positive,0.9,calm and peaceful,5
R01150,2016,family,spiritual_authenticity,positive,0.85,feel the divine power,5
R00400,2013,couples,facility,positive,0.8,in the company of a guide which is essential,5
R00400,2013,couples,spiritual_authenticity,positive,0.9,nothing compares to seeing it in real life,5
R00680,2014,friends,environment,negative,0.3,The river looks dirty,4
R00680,2014,friends,spiritual_authenticity,neutral,0.5,watching Hindu cremations is not any ones idea of a good day out,4
R00680,2014,friends,facility,positive,0.7,Sisters of Loretto have a Hospice within this complex,4
R00006,2025,friends,environment,negative,0.3,Place was bit dirty and crowded,4
R00006,2025,friends,spiritual_authenticity,positive,0.8,culture and tradition is well preserved,4
R00006,2025,friends,sacred_atmosphere,positive,0.9,over all experience was really amazing,4
R01110,2016,friends,ritual_experience,positive,0.7,We learnt a lot from this,4
R01110,2016,friends,sacred_atmosphere,positive,0.6,Worth a visit,4
R01110,2016,friends,crowd_management,negative,0.4,Temple areas were very busy,4
R00642,2014,friends,facility,negative,0.3,they will ask you some money for that,4
R01618,2017,unknown,access_fairness,negative,0.3,1000 rupees is a ridiculous entry price,1
R01618,2017,unknown,facility,negative,0.4,chased by a security guard,1
R01618,2017,unknown,sacred_atmosphere,neutral,0.5,enjoyed some buildings from further away,1
R00368,2013,unknown,sacred_atmosphere,positive,0.85,Very nice Hindu tampel in world,5
R00132,2012,family,cultural_sensitivity,neutral,0.5,Allowed only for HINDUS,4
R01908,2018,friends,sacred_atmosphere,positive,0.9,really fascinated by this holy Shiva Mandir,5
R01908,2018,friends,spiritual_authenticity,positive,0.85,worship according to Hindu rituals,5
R01908,2018,friends,environment,positive,0.8,very beautiful forest along with herds of wild deer,5
R01908,2018,friends,crowd_management,neutral,0.5,Thousands of domestic and foreign people visit this temple everyday,5
R00297,2013,family,sacred_atmosphere,positive,0.8,holiest Hindu temple of Nepal,5
R00467,2014,couples,environment,positive,0.8,temple grounds to be well kept,4
R00467,2014,couples,spiritual_authenticity,positive,0.7,was very moving nonetheless,4
R00467,2014,couples,sacred_atmosphere,positive,0.7,experience of seeing these cremation ghats,4
R01258,2016,couples,environment,negative,0.3,river is not so clean,5
R01258,2016,couples,sacred_atmosphere,positive,0.6,see about Hindu religion,5
R02054,2018,couples,sacred_atmosphere,positive,0.8,great vibration and you instantly feel calm and peace,5
R02054,2018,couples,crowd_management,negative,0.3,The temple tends to be crowded,5
R02054,2018,couples,facility,positive,0.7,"local guides though , who can help you take you inside with ease",5
R02054,2018,couples,cultural_sensitivity,negative,0.4,Be aware of touts and pick pocketers while visiting,5
R01273,2016,business,spiritual_authenticity,positive,0.9,divine blessings to me,4
R01273,2016,business,sacred_atmosphere,positive,0.85,Beautiful place,4
R01015,2016,friends,access_fairness,negative,0.2,enormous entry fee,2
R01015,2016,friends,cultural_sensitivity,negative,0.3,"they will not allow to enter, because they think it's hindu",2
R00397,2013,couples,environment,negative,0.2,very dirty and not inspiring,2
R01489,2017,friends,access_fairness,negative,0.3,price of the ticket which is 1000 Nrs (10 USD),4
R01489,2017,friends,sacred_atmosphere,positive,0.8,"beautiful complex, that's sure",4
R01489,2017,friends,cultural_sensitivity,negative,0.4,Hindus only,4
R01489,2017,friends,environment,positive,0.7,stunning views of the complex,4
R00208,2012,couples,cultural_sensitivity,neutral,0.5,"if you are not a Hindu, you cannot go inside",4
R00208,2012,couples,sacred_atmosphere,positive,0.7,very nice temple with a lot of history,4
R00208,2012,couples,spiritual_authenticity,positive,0.85,Highly recommend it,4
R02008,2018,friends,ritual_experience,positive,0.8,great and unbelievable ceremony of death,5
R02008,2018,friends,spiritual_authenticity,positive,0.7,most different experience that I have had,5
R00772,2015,unknown,ritual_experience,positive,0.7,"witness the ceremony of cremation, but don't worry, as it is not too graphic",5
R00772,2015,unknown,facility,positive,0.8,a very worthy experience,5
R00772,2015,unknown,spiritual_authenticity,positive,0.8,It was very humbling and different from what we expected,5
R01690,2017,solo,access_fairness,negative,0.3,tourists are expected to pay the entry fee,3
R01690,2017,solo,cultural_sensitivity,neutral,0.5,unless you are Hindu or local you cannot view the interior of the temple,3
R01690,2017,solo,ritual_experience,positive,0.7,seeing the cremations is definitely worth it,3
R02285,2019,unknown,cultural_sensitivity,neutral,0.5,you aren't allowed main temple if you aren't Hindu,4
R01670,2017,solo,cultural_sensitivity,neutral,0.5,temple itself is off limits to non Hindus,5
R01670,2017,solo,facility,positive,0.8,glad to have a guide for the experience,5
R01670,2017,solo,ritual_experience,positive,0.9,one of the highlights from my visit,5
R01670,2017,solo,sacred_atmosphere,positive,0.7,different experience to see death being handled so openly,5
R01680,2017,unknown,cultural_sensitivity,neutral,0.5,as a non Hindu you are not allowed to go in,4
R01680,2017,unknown,ritual_experience,positive,0.7,The Cremation Ceremony is very interesting,4
R02392,2020,unknown,ritual_experience,positive,0.8,part of the Hindu religion that they will be reincarnated,5
R01634,2017,solo,ritual_experience,positive,0.9,It was an extraordinary experience,4
R02175,2019,family,ritual_experience,positive,0.8,"evening aarthi, is held",5
R01097,2016,friends,spiritual_authenticity,positive,0.7,peaceful and moving in a strange way,4
R01097,2016,friends,access_fairness,negative,0.3,charge of 1000Rs to enter I find to be too much,4
R01097,2016,friends,environment,negative,0.4,area was dirtier than previous years,4
R01097,2016,friends,cultural_sensitivity,negative,0.2,tourist were very disrespectful by crossing to the temple side,4
R01667,2017,couples,sacred_atmosphere,neutral,0.5,smell of burning flesh was a little off putting,4
R01667,2017,couples,spiritual_authenticity,positive,0.7,must see if you want culture,4
R01976,2018,friends,sacred_atmosphere,positive,0.7,rich history and culture,5
R01976,2018,friends,ritual_experience,negative,0.4,found the cremations on the Bagmati riverbank confronting,5
R00268,2013,family,sacred_atmosphere,positive,0.8,"filled with incense sticks, mantras in the air and bells ring",4
R00268,2013,family,cultural_sensitivity,positive,0.7,Photography and wearing shoes/slippers are not allowed,4
R00268,2013,family,spiritual_authenticity,positive,0.85,complete feel of Hindu culture and Vedic traditions,4
R00268,2013,family,access_fairness,neutral,0.5,do check for the authenticity before you buy them with a good bargain,4
R01943,2018,family,sacred_atmosphere,positive,0.8,atmosphere sound so good,5
R01084,2016,friends,cultural_sensitivity,neutral,0.5,there is still much to see for non hindus,5
R01084,2016,friends,sacred_atmosphere,positive,0.7,this ancient Shiva temple is a must for anyone visiting KTM,5
R00877,2015,family,service,positive,0.8,glad we did,5
R00768,2015,business,ritual_experience,positive,0.9,Great experience while doing Puja here,5
R00768,2015,business,facility,positive,0.8,book your puja beforehand and reach the temple by 08:15,5
R01493,2017,friends,sacred_atmosphere,positive,0.9,clean and peace environment,5
R01493,2017,friends,spiritual_authenticity,positive,0.85,very much incredible place,5
R00108,2012,family,sacred_atmosphere,neutral,0.5,"not for the weak of stomach, as dead bodies abound",5
R00108,2012,family,cultural_sensitivity,positive,0.7,do not miss this cultural icon,5
R02119,2019,family,sacred_atmosphere,positive,0.8,Great place of worship,5
R00346,2013,couples,service,positive,0.8,gained a wealth of knowledge as our tour guide explained,4
R00346,2013,couples,access_fairness,neutral,0.5,not allowed inside the Temple,4
R00346,2013,couples,cultural_sensitivity,positive,0.9,attitude of respect and are there to see the architecture,4
R00346,2013,couples,spiritual_authenticity,positive,0.85,necessary spot to more fully comprehend the practices,4
R00148,2012,family,spiritual_authenticity,positive,0.85,Thousands of pilgrims from all over the world come to pay homage,5
R01132,2016,friends,crowd_management,negative,0.3,unregulated crowd,3
R01132,2016,friends,environment,negative,0.3,dirty surroundings,3
R01132,2016,friends,facility,neutral,0.5,moderate-sized queue,3
R01132,2016,friends,cultural_sensitivity,negative,0.4,avoidable for non-Hindu tourists,3
R01931,2018,family,facility,positive,0.8,The areas is very well manged there is a parking space,5
R01931,2018,family,cultural_sensitivity,negative,0.3,they con people for money and they are not even ashamed of doing this sitting inside such a holy place,5
R01886,2018,family,sacred_atmosphere,positive,0.9,holiness persists thorough every nook and corner,4
R01886,2018,family,crowd_management,positive,0.8,the crowd was not at all unruly,4
R00925,2015,friends,environment,negative,0.3,The smell of decaying flesh mixed with spices and reeds is overwhelming,4
R00925,2015,friends,spiritual_authenticity,positive,0.8,Colourful Sadhus wander around - it is worthwhile tipping them to take a photo,4
R00925,2015,friends,sacred_atmosphere,positive,0.7,A definite visit,4
R00145,2012,friends,ritual_experience,positive,0.8,"The process is symbolic, religious, intricate and steeped in Hindu tradition",5
R00145,2012,friends,facility,positive,0.7,lucky enough to have a guide share with us the process,5
R00587,2014,family,sacred_atmosphere,positive,0.9,most sacred temple of Hindu Lord Shiva,3
R00587,2014,family,spiritual_authenticity,positive,0.85,We enjoyed to visit this place,3
R01559,2017,friends,service,positive,0.9,The Service Support is really fantastic,5
R01559,2017,friends,facility,positive,0.8,perfect Organisation of the Team,5
R02396,2020,solo,sacred_atmosphere,positive,0.9,The powerful feeling of the temple is outstanding,5
R02396,2020,solo,cultural_sensitivity,neutral,0.5,Hindus only have entry into the main Shiva temple,5
R02396,2020,solo,ritual_experience,positive,0.8,Very moving to see the preparations for the cremations,5
R00565,2014,solo,ritual_experience,positive,0.7,lots of Hindu people worshiping,5
R00565,2014,solo,spiritual_authenticity,positive,0.6,interesting to see and know by our guide,5
R00403,2013,family,sacred_atmosphere,positive,0.9,holiest of all Shiva shrines in Nepal,5
R00403,2013,family,spiritual_authenticity,positive,0.85,most important places of pilgrimages for the followers of Hinduism,5
R01923,2018,business,sacred_atmosphere,positive,0.8,fascinating abode of Lord Shiva,5
R01923,2018,business,ritual_experience,positive,0.7,aarti is performed in the evenings,5
R01923,2018,business,facility,positive,0.6,PADT is managing and developing the temple complex,5
R01923,2018,business,environment,neutral,0.5,structures that were damaged during the earthquake are also being restored,5
R00605,2014,couples,ritual_experience,positive,0.7,The experince is unique,5
R00439,2013,solo,access_fairness,neutral,0.5,1000 Rupees entrance fee,4
R00439,2013,solo,facility,negative,0.4,guides who try to latch onto you,4
R00439,2013,solo,service,negative,0.3,they will expect a fee,4
R01917,2018,friends,cultural_sensitivity,neutral,0.5,NON hindus cannot enter into the temple,5
R01917,2018,friends,sacred_atmosphere,positive,0.7,"huge temple premises, open air",5
R00122,2012,friends,crowd_management,negative,0.3,one of the most crowded temples,4
R00122,2012,friends,spiritual_authenticity,positive,0.8,amount of faith that the people of Nepal have,4
R01327,2016,couples,sacred_atmosphere,negative,0.3,breathing in the smoke of burning bodies really didn't do it for me,2
R01327,2016,couples,spiritual_authenticity,negative,0.3,fake holy men asking for money,2
R01589,2017,family,cultural_sensitivity,positive,0.7,Photography is strictly prohibited inside the temple area,5
R01007,2016,unknown,crowd_management,negative,0.1,The crowds were ridiculous on Shiva's birthday,1
R01007,2016,unknown,sacred_atmosphere,negative,0.2,"It was awful, almost a nightmare",1
R01710,2017,friends,sacred_atmosphere,positive,0.9,this mandir is simply mesmerizing,5
R01710,2017,friends,environment,positive,0.85,Very well maintained and clean,5
R00618,2014,friends,cultural_sensitivity,neutral,0.5,not open for 'beef eaters' (non Hindu or non Buddhist or tourist),5
R00618,2014,friends,sacred_atmosphere,positive,0.8,Inner temple well renowned for aged old sacredness,5
R00618,2014,friends,access_fairness,negative,0.3,ticket is 1000 Nepali rupees per person,5
R02153,2019,friends,spiritual_authenticity,positive,0.85,a unique spirit and energy here for the Hindu traditions,5
R02153,2019,friends,cultural_sensitivity,neutral,0.5,won t be able to enter the Temple compound unless you are Hindu,5
R00379,2013,friends,sacred_atmosphere,positive,0.85,amazing temple area,4
R00379,2013,friends,spiritual_authenticity,positive,0.8,gives a full new meaning of life,4
R00379,2013,friends,ritual_experience,positive,0.7,amazing to see the cremations,4
R00379,2013,friends,environment,negative,0.3,smell of burning,4
R00817,2015,solo,sacred_atmosphere,positive,0.8,soak up the atmosphere,5
R00817,2015,solo,ritual_experience,positive,0.7,witnessed cremations at the bagmati river,5
R00817,2015,solo,spiritual_authenticity,positive,0.7,sadhus put on a show,5
R02162,2019,friends,sacred_atmosphere,positive,0.8,We really liked this place during the sivaratri fastivals,5
R02162,2019,friends,spiritual_authenticity,positive,0.85,We enjoyed there alot,5
R02061,2018,couples,ritual_experience,mixed,0.5,disturbing but also exhilarating experience,4
R02061,2018,couples,cultural_sensitivity,negative,0.3,Visit to the Hindu temple is not allowed for non-hindus,4
R02061,2018,couples,access_fairness,negative,0.3,"1,000 Rupees entrance fee is not justified",4
R02061,2018,couples,environment,negative,0.4,area other than the actual burning sites on the river is a waste of time,4
R01343,2016,friends,ritual_experience,positive,0.8,"confronting and humbling, but just part of every day life",5
R00426,2013,solo,ritual_experience,positive,0.8,Amazing to see how they celebrate the end of life,5
R00426,2013,solo,sacred_atmosphere,positive,0.7,Great area to walk around and explore,5
R00426,2013,solo,facility,positive,0.6,Get a guide if you want to learn the history,5
R01400,2017,solo,sacred_atmosphere,positive,0.7,had a good time,5
R02318,2019,unknown,sacred_atmosphere,positive,0.9,must visit and had an amazing experience,5
R00961,2015,friends,facility,negative,0.3,locals trying to sell stuff and push to be hired as tour guide,4
R00961,2015,friends,cultural_sensitivity,positive,0.7,I did not take pictures of these ceremonies out of respect of the death and their family,4
R00961,2015,friends,access_fairness,negative,0.4,"pay 1,000 Ruby ($10 usd) to enter which is one of the most expensive",4
R00961,2015,friends,sacred_atmosphere,neutral,0.5,interesting place to visit and observe the local rituals,4
R01871,2018,friends,sacred_atmosphere,positive,0.9,arguably the best place to visit in Nepal,5
R01871,2018,friends,cultural_sensitivity,neutral,0.5,photography is not allowed,5
R00503,2014,family,sacred_atmosphere,positive,0.8,"The history, flags, and beauty make this a must see location",5
R00503,2014,family,ritual_experience,positive,0.7,Say a prayer,5
R00443,2013,business,sacred_atmosphere,positive,0.8,confronting and beautiful all at the same time,5
R00443,2013,business,spiritual_authenticity,positive,0.85,an excellent opportunity to learn about the Hindu culture,5
R01453,2017,unknown,cultural_sensitivity,neutral,0.5,cannot enter the temple unless Hindu or Buddhist,4
R01453,2017,unknown,sacred_atmosphere,positive,0.7,"an opportunity to think, reflect and stroll",4
R01269,2016,couples,service,positive,0.8,localite who also works here as volunteer and so he explained it in detail,5
R01269,2016,couples,sacred_atmosphere,positive,0.9,A must place for visitors,5
R01864,2018,friends,facility,negative,0.3,no helpful and informative signs in English,5
R01864,2018,friends,access_fairness,neutral,0.5,pay 1000 Nepali rupee entrance fee,5
R01864,2018,friends,service,positive,0.8,Highly recommend him!,5
R01864,2018,friends,sacred_atmosphere,negative,0.4,holy( but grubby ) river,5
R02109,2018,solo,access_fairness,neutral,0.5,The main temple is not open to non-Hindus,5
R02109,2018,solo,facility,positive,0.6,I think it's worth to see this,5
R02109,2018,solo,cultural_sensitivity,neutral,0.5,obviously not the sadness of the relatives of the deceased,5
R00053,2011,solo,spiritual_authenticity,positive,0.8,like their simplicity and belief on GOD,4
R01649,2017,unknown,ritual_experience,positive,0.8,Live cremation taking place here,5
R00616,2014,solo,spiritual_authenticity,positive,0.8,very spiritual place,4
R00616,2014,solo,facility,positive,0.7,get a guide who explains,4
R02339,2019,solo,ritual_experience,positive,0.7,Very interesting to see cultural and ritual,5
R02339,2019,solo,environment,negative,0.3,they didn't clean river,5
R00514,2014,solo,access_fairness,negative,0.3,"entrance is quite high at 1,000 rupees",3
R00514,2014,solo,ritual_experience,neutral,0.5,watch a funeral ceremony and the cremation,3
R00514,2014,solo,facility,positive,0.6,Better to go with a guide,3
R01458,2017,business,sacred_atmosphere,positive,0.8,beatiful buildings,5
R01458,2017,business,ritual_experience,positive,0.7,Very imirtant experiance,5
R01510,2017,business,sacred_atmosphere,positive,0.7,very nice place,5
R01510,2017,business,environment,neutral,0.5,"too much monkey, too much temple",5
R02447,2023,friends,cultural_sensitivity,neutral,0.5,Only Hindus are allowed into the Temple,5
R02447,2023,friends,access_fairness,negative,0.3,pay NR1000 for each foreigner to enter,5
R02447,2023,friends,sacred_atmosphere,positive,0.7,Holy River of Baghmati where prayers and rituals for the demise are carried out,5
R01444,2017,solo,spiritual_authenticity,positive,0.9,Amazing place to explore the complete Hindu culture,5
R01444,2017,solo,sacred_atmosphere,positive,0.85,"Hail Shiva"" Creator and Destroyer",5
R01730,2017,unknown,sacred_atmosphere,positive,0.8,full of sadhu's (baba) meditating and people performing their daily rituals,5
R00754,2015,solo,spiritual_authenticity,positive,0.9,faith is absolutely redefined,5
R00754,2015,solo,crowd_management,neutral,0.5,millions are coming during the Lord Shiva's birthday,5
R01234,2016,business,sacred_atmosphere,positive,0.8,nice palace to take blessed from gad shiva,5
R01234,2016,business,spiritual_authenticity,positive,0.7,old but historical,5
R00770,2015,unknown,sacred_atmosphere,positive,0.8,"Beautiful temple, the huge Nandi (the bull) was amazing",5
R00770,2015,unknown,ritual_experience,positive,0.9,one of whom was able to recite the rudram. Enjoyed every moment of it,5
R00770,2015,unknown,crowd_management,neutral,0.5,"It was crowded, but I expected it",5
R00770,2015,unknown,access_fairness,negative,0.3,"Foreigners were not allowed into the sanctum sanctorum, like many Hindu temples. Even though I did not like it",5
R00770,2015,unknown,facility,negative,0.4,the floor was all wet and a little uncomfortable,5
R01556,2017,unknown,spiritual_authenticity,positive,0.8,Lord Shiva is present here in Grand Form,4
R01556,2017,unknown,facility,negative,0.3,cleanliness needs big improvement,4
R01556,2017,unknown,cultural_sensitivity,positive,0.7,chief preist here is from South India telling us the great national integration process,4
R01556,2017,unknown,environment,negative,0.4,Destruction of earthquake is still visible,4
R01626,2017,business,access_fairness,negative,0.3,not allowed to come in inside the temple but they make you pay,2
R01803,2018,unknown,spiritual_authenticity,positive,0.85,makes visitors wow,5
R01803,2018,unknown,sacred_atmosphere,positive,0.8,must visit place,5
R01788,2018,unknown,spiritual_authenticity,positive,0.8,"Learn about Hindu religious, cultural and traditions",5
R01788,2018,unknown,sacred_atmosphere,positive,0.85,"Place of silent, life of death",5
R01788,2018,unknown,facility,positive,0.7,close to airport,5
R00846,2015,couples,sacred_atmosphere,positive,0.8,I really liked the two-tiered pagoda temple,5
R00707,2014,friends,spiritual_authenticity,positive,0.9,best place for Westerners to get a glimpse of Hinduism,5
R00707,2014,friends,sacred_atmosphere,positive,0.85,Nepal's holiest Hindu temple,5
R00707,2014,friends,cultural_sensitivity,neutral,0.5,Parts of the temple are for Hindus only but there is plenty left to see,5
R00707,2014,friends,ritual_experience,dual_valence,0.5,"washing of the dead and then cremating in the open moving, humbling and upsetting",5
R02329,2019,unknown,sacred_atmosphere,positive,0.9,one of the holiest place,5
R02329,2019,unknown,spiritual_authenticity,positive,0.85,made me emotionally charged,5
R02329,2019,unknown,crowd_management,neutral,0.5,presence of large number of people,5
R01639,2017,solo,spiritual_authenticity,positive,0.8,temple has an amazing feel about it,5
R01639,2017,solo,access_fairness,negative,0.3,only Hindus are allowed inside the temple,5
R01562,2017,solo,facility,negative,0.3,shoe counter can get full and you'll have to keep the shoes outside at your own risk,2
R01562,2017,solo,ritual_experience,neutral,0.5,"bodies are cremated openly, so stay away from the smoke",2
R01562,2017,solo,access_fairness,negative,0.4,I visited in afternoon around 2.30 and was disappointed as the ShivLing was closed,2
R01562,2017,solo,environment,negative,0.3,"monkeys, lambs, goats, dogs all over the premises",2
R02275,2019,friends,access_fairness,negative,0.3,1000 rps fee which didn t make sense,3
R02275,2019,friends,environment,positive,0.7,streets around the temple are a little charming,3
R02275,2019,friends,cultural_sensitivity,positive,0.8,obviously foreigners but never harassed and felt safe,3
R02275,2019,friends,crowd_management,positive,0.7,"beggar free zone, in fact quite clean",3
R01930,2018,couples,spiritual_authenticity,positive,0.9,I feel so calm and feel out of stress,5
R01495,2017,friends,sacred_atmosphere,positive,0.8,exceptionally surreal,4
R01495,2017,friends,spiritual_authenticity,positive,0.7,very reflective,4
R00739,2015,couples,cultural_sensitivity,neutral,0.5,"You do have to be Hindu to enter the temple however, but don't worry the rest of this sprawling site will fill you with awe.",5
R00739,2015,couples,sacred_atmosphere,positive,0.8,this amazing site,5
R00739,2015,couples,spiritual_authenticity,positive,0.9,fill you with awe,5
R01965,2018,family,spiritual_authenticity,positive,0.9,very religious for hindu religion,5
R01965,2018,family,sacred_atmosphere,positive,0.85,one of the 4 must visit place before any hindu die,5
R01780,2018,solo,sacred_atmosphere,positive,0.8,Nice atmosphere,4
R02135,2019,solo,ritual_experience,negative,0.3,local person cheated me inside the temple,4
R02135,2019,solo,cultural_sensitivity,negative,0.4,scammers inside the temple,4
R02135,2019,solo,sacred_atmosphere,neutral,0.5,happy to visit Pashupati Nath Temple,4
R02250,2019,solo,ritual_experience,positive,0.8,glad i did it today,5
R00815,2015,friends,spiritual_authenticity,positive,0.8,Lord Shiva and his blessing to my marriage anniversary has blessed my family,5
R00815,2015,friends,sacred_atmosphere,positive,0.7,large statue of the lord,5
R00815,2015,friends,cultural_sensitivity,positive,0.6,sacrifice of the cattle does not happen in temple,5
R00924,2015,friends,ritual_experience,positive,0.7,Definitely worth a visit,4
R00924,2015,friends,environment,negative,0.3,rubbish everywhere doesn't make it very appealing,4
R00924,2015,friends,access_fairness,negative,0.4,"a bit pricey, 1000rupees per person",4
R02083,2018,couples,cultural_sensitivity,neutral,0.5,Only Hindus are allowed to approach the 14th Century Temple,5
R02083,2018,couples,ritual_experience,positive,0.7,We spent most of our time observing the cremation rites,5
R02083,2018,couples,sacred_atmosphere,positive,0.6,The body is washed with the water from the Bagmati River,5
R01517,2017,friends,sacred_atmosphere,positive,0.8,soak in the spiritual atmosphere,4
R01517,2017,friends,crowd_management,positive,0.7,The temple was nearly empty,4
R01733,2017,family,environment,negative,0.2,air pollution is terrible,5
R01733,2017,family,facility,positive,0.7,pay 10 dollars and get a guide,5
R01733,2017,family,spiritual_authenticity,positive,0.8,reality check on what life is,5
R00583,2014,business,spiritual_authenticity,positive,0.9,feel diving blessing of lord Pasupatinath,5
R00583,2014,business,facility,positive,0.7,"kept improving, thanks to the pressure from UNESCO",5
R00619,2014,friends,sacred_atmosphere,positive,0.8,A Must Visit place... Stayed for almost 02 hours in the premises & was relieved from all the tensions,5
R00660,2014,business,ritual_experience,positive,0.7,very interesting,4
R00660,2014,business,access_fairness,positive,0.6,worth the payment,4
R00660,2014,business,sacred_atmosphere,neutral,0.5,be prepared to cope with the smells,4
R01932,2018,solo,ritual_experience,neutral,0.5,"Not feeling well at first, but it's a good experience overall",4
R01932,2018,solo,facility,negative,0.3,Beware of what the guide asks you to pay,4
R01161,2016,business,spiritual_authenticity,positive,0.9,Absolute must go,5
R01800,2018,solo,facility,positive,0.8,Easily accebile,5
R01800,2018,solo,spiritual_authenticity,positive,0.9,one of the best temples in Nepal,5
R00976,2015,solo,facility,positive,0.7,main entrance is bustling with stallholders,4
R00976,2015,solo,spiritual_authenticity,positive,0.8,humbling reminder of impermanence,4
R00976,2015,solo,sacred_atmosphere,positive,0.9,many sadhus wandering the grounds,4
R00976,2015,solo,environment,positive,0.8,many temples and statues are also dotted around,4
R00155,2012,couples,sacred_atmosphere,negative,0.3,struck by the tragedy,5
R01536,2017,couples,ritual_experience,positive,0.85,experience the Hindu way of cremation,5
R01536,2017,couples,facility,positive,0.8,excellent guide which told us exactly what was happening,5
R01536,2017,couples,cultural_sensitivity,neutral,0.5,only for Hindus,5
R01536,2017,couples,sacred_atmosphere,positive,0.9,but was beautiful,5
R00061,2011,solo,access_fairness,negative,0.3,entrance fee is bit expensive,5
R00061,2011,solo,spiritual_authenticity,positive,0.7,Great introduction to Nepalese culture and rituals,5
R00061,2011,solo,facility,positive,0.6,knowledgeable guide will add more value,5
R00061,2011,solo,cultural_sensitivity,neutral,0.5,non-Hindu are not allowed to enter,5
R01557,2017,family,ritual_experience,positive,0.7,good Darshan,4
R01557,2017,family,crowd_management,negative,0.3,Quite crowded in the evening,4
R01557,2017,family,facility,positive,0.6,Lot of guides available,4
R01557,2017,family,sacred_atmosphere,positive,0.7,Well maintained,4
R00879,2015,family,cultural_sensitivity,neutral,0.5,photography is not allowed inside the main shrine,4
R00879,2015,family,sacred_atmosphere,positive,0.8,must visit temple,4
R02450,2023,solo,access_fairness,negative,0.3,not allowed to visit the temple where are performed the Puja,4
R02450,2023,solo,cultural_sensitivity,negative,0.4,you're not asked to what religion you belong,4
R00760,2015,friends,ritual_experience,positive,0.8,explained many of the ways and traditions,5
R00760,2015,friends,spiritual_authenticity,positive,0.85,wonderful conversations with some of the Sadu's,5
R00519,2014,friends,ritual_experience,positive,0.8,I thoroughly enjoyed my morning visit,4
R00519,2014,friends,cultural_sensitivity,positive,0.7,I didnt wish to appear disrespectful to the grieving families but how wrong I was,4
R02474,2024,solo,sacred_atmosphere,positive,0.85,unique and colorful atmosphere,5
R02474,2024,solo,spiritual_authenticity,positive,0.8,part of the deep spiritual experience,5
R00774,2015,solo,service,negative,0.3,I could have done just as well without one,3
R00774,2015,solo,access_fairness,negative,0.4,you still have to pay 1000 rupees,3
R00774,2015,solo,cultural_sensitivity,negative,0.3,non Hindu you may not enter,3
R00774,2015,solo,sacred_atmosphere,negative,0.3,fake ones -- they want money,3
R00712,2014,friends,environment,negative,0.2,Was very disappointed with how dirty the temple premises were,2
R00763,2015,friends,ritual_experience,neutral,0.5,signed for a special puja,3
R00763,2015,friends,crowd_management,negative,0.4,stand in a queue for about 45 minutes,3
R00763,2015,friends,sacred_atmosphere,positive,0.6,river flowing behind the temple is good,3
R00952,2015,couples,ritual_experience,positive,0.8,I was intrigued and surprised to find that I thoroughly enjoyed it,5
R00952,2015,couples,spiritual_authenticity,positive,0.9,it was so refreshing to have it out there for everyone to see,5
R00952,2015,couples,sacred_atmosphere,positive,0.85,open your mind and visit Nepal to re-awaken your senses,5
R00952,2015,couples,environment,neutral,0.5,amazing smells of life including the good ones like food and wood fires and some of the not so good ones such as burning bodies,5
R01405,2017,solo,sacred_atmosphere,positive,0.8,uniqueness is its golden roof and silver doors,4
R01319,2016,couples,ritual_experience,positive,0.8,fascinating to watch,4
R01319,2016,couples,environment,neutral,0.5,large temple complex and has extensive grounds,4
R01319,2016,couples,crowd_management,negative,0.3,persistent jewelry vendors following you around,4
R00404,2013,couples,access_fairness,negative,0.3,Not allowed for other religious people to enter into the main temple,4
R01203,2016,couples,sacred_atmosphere,positive,0.8,it was a beautiful sight,5
R01203,2016,couples,facility,positive,0.7,get a guide if you wish for a tour,5
R01203,2016,couples,spiritual_authenticity,negative,0.3,some are fake,5
R01779,2018,family,spiritual_authenticity,positive,0.8,most holy places for Hindus,5
R01797,2018,solo,sacred_atmosphere,positive,0.8,Very ancient and Beautiful hindus god Mahadev temple,5
